Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDeleteBlockPool,testDeleteBlockPool,Magic Number,The method contains a magic number: 2,44
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDeleteBlockPool,testDeleteBlockPool,Magic Number,The method contains a magic number: 2,44
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDeleteBlockPool,testDeleteBlockPool,Magic Number,The method contains a magic number: 1024,44
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDeleteBlockPool,testDeleteBlockPool,Magic Number,The method contains a magic number: 2,44
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDeleteBlockPool,testDeleteBlockPool,Magic Number,The method contains a magic number: 54,44
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDeleteBlockPool,testDeleteBlockPool,Magic Number,The method contains a magic number: 1024,44
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDeleteBlockPool,testDeleteBlockPool,Magic Number,The method contains a magic number: 2,44
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDeleteBlockPool,testDeleteBlockPool,Magic Number,The method contains a magic number: 54,44
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDeleteBlockPool,testDeleteBlockPool,Magic Number,The method contains a magic number: 3000,44
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDeleteBlockPool,testDeleteBlockPool,Magic Number,The method contains a magic number: 1024,44
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDeleteBlockPool,testDeleteBlockPool,Magic Number,The method contains a magic number: 55,44
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDeleteBlockPool,testDeleteBlockPool,Magic Number,The method contains a magic number: 2,44
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDeleteBlockPool,testDeleteBlockPool,Magic Number,The method contains a magic number: 2,44
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDeleteBlockPool,testDfsAdminDeleteBlockPool,Long Statement,The length of the statement "cluster=new MiniDFSCluster.Builder(conf).nnTopology(MiniDFSNNTopology.simpleFederatedTopology(2)).numDataNodes(1).build();" is 122.,154
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDeleteBlockPool,testDfsAdminDeleteBlockPool,Magic Number,The method contains a magic number: 2,154
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDeleteBlockPool,testDfsAdminDeleteBlockPool,Magic Number,The method contains a magic number: 1024,154
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDeleteBlockPool,testDfsAdminDeleteBlockPool,Magic Number,The method contains a magic number: 54,154
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDeleteBlockPool,testDfsAdminDeleteBlockPool,Magic Number,The method contains a magic number: 1024,154
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDeleteBlockPool,testDfsAdminDeleteBlockPool,Magic Number,The method contains a magic number: 54,154
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,setUp,Magic Number,The method contains a magic number: 512L,70
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,setUp,Magic Number,The method contains a magic number: 1000,70
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,setUp,Magic Number,The method contains a magic number: 1000,70
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,tearDown,Magic Number,The method contains a magic number: 3,89
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,tearDown,Magic Number,The method contains a magic number: 2,89
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,tearDown,Magic Number,The method contains a magic number: 2,89
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,tearDown,Magic Number,The method contains a magic number: 2,89
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 2,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 2,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 2,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 2,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 2,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 2,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 2,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 2,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 1024,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 3,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 3,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 2,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 2,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 10,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 3,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 2,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 1024,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 3,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 3,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 2,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 2,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 2,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 3,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 3,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 3,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 1024,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 3,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 2,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 2,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 2L,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 2,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 2,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 2,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 4,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 1024,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 3,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 3,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testSuccessiveVolumeFailures,Magic Number,The method contains a magic number: 3,98
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testVolFailureStatsPreservedOnNNRestart,Magic Number,The method contains a magic number: 2,245
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testVolFailureStatsPreservedOnNNRestart,Magic Number,The method contains a magic number: 2,245
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testVolFailureStatsPreservedOnNNRestart,Magic Number,The method contains a magic number: 2,245
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testVolFailureStatsPreservedOnNNRestart,Magic Number,The method contains a magic number: 1024,245
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testVolFailureStatsPreservedOnNNRestart,Magic Number,The method contains a magic number: 2,245
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testVolFailureStatsPreservedOnNNRestart,Magic Number,The method contains a magic number: 2,245
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testVolFailureStatsPreservedOnNNRestart,Magic Number,The method contains a magic number: 3,245
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testVolFailureStatsPreservedOnNNRestart,Magic Number,The method contains a magic number: 2,245
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testVolFailureStatsPreservedOnNNRestart,Magic Number,The method contains a magic number: 3,245
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDataNodeVolumeFailureReporting,testVolFailureStatsPreservedOnNNRestart,Magic Number,The method contains a magic number: 2,245
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDiskError,setUp,Magic Number,The method contains a magic number: 512L,58
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDiskError,testShutdown,Magic Number,The method contains a magic number: 2,72
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDiskError,testShutdown,Magic Number,The method contains a magic number: 1024,72
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDiskError,testShutdown,Magic Number,The method contains a magic number: 2,72
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDiskError,testShutdown,Magic Number,The method contains a magic number: 2,72
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDiskError,testReplicationError,Long Statement,The length of the statement "new Sender(out).writeBlock(block.getBlock()`BlockTokenSecretManager.DUMMY_TOKEN`""`new DatanodeInfo[0]`null`BlockConstructionStage.PIPELINE_SETUP_CREATE`1`0L`0L`0L`checksum);" is 174.,115
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDiskError,testReplicationError,Magic Number,The method contains a magic number: 512,115
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDiskError,testReplicationError,Magic Number,The method contains a magic number: 100,115
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDiskError,testReplicationError,Magic Number,The method contains a magic number: 2,115
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDatanodeJsp,testViewingFile,Long Statement,The length of the statement "URL url=new URL("http://localhost:" + dnInfoPort + "/"+ "browseDirectory.jsp"+ JspHelper.getUrlParam("dir"`URLEncoder.encode(testPath.toString()`"UTF-8")`true)+ JspHelper.getUrlParam("namenodeInfoPort"`Integer.toString(nnHttpAddress.getPort()))+ JspHelper.getUrlParam("nnaddr"`"localhost:" + nnIpcAddress.getPort()));" is 317.,53
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDatanodeJsp,testViewingFile,Long Statement,The length of the statement "assertTrue("page should show link to download file"`viewFilePage.contains("/streamFile" + ServletUtil.encodePath(filePath) + "?nnaddr=localhost:"+ nnIpcAddress.getPort()));" is 172.,53
hadoop,org.apache.hadoop.hdfs.server.datanode,TestDatanodeJsp,testViewFileJsp,Long Statement,The length of the statement "String paths[]={"/test-file"`"/tmp/test-file"`"/tmp/test-file%with goofy&characters"`"/foo bar/foo bar"`"/foo+bar/foo+bar"`"/foo;bar/foo;bar"`"/foo=bar/foo=bar"`"/foo`bar/foo`bar"`"/foo?bar/foo?bar"`"/foo\">bar/foo\">bar"};" is 223.,109
hadoop,org.apache.hadoop.hdfs.server.datanode,TestFiDataTransferProtocol2,createFile,Magic Number,The method contains a magic number: 4096,67
hadoop,org.apache.hadoop.hdfs.server.datanode,TestFiDataTransferProtocol2,writeSeveralPackets,Magic Number,The method contains a magic number: 2,78
hadoop,org.apache.hadoop.hdfs.server.datanode,TestFiDataTransferProtocol2,runTest17_19,Magic Number,The method contains a magic number: 2,131
hadoop,org.apache.hadoop.hdfs.server.datanode,TestFiDataTransferProtocol2,runTest17_19,Magic Number,The method contains a magic number: 3,131
hadoop,org.apache.hadoop.hdfs.server.datanode,TestFiDataTransferProtocol2,runTest29_30,Magic Number,The method contains a magic number: 2,145
hadoop,org.apache.hadoop.hdfs.server.datanode,TestFiDataTransferProtocol2,runTest29_30,Magic Number,The method contains a magic number: 3,145
hadoop,org.apache.hadoop.hdfs.server.datanode,TestFiDataTransferProtocol2,runTest34_35,Magic Number,The method contains a magic number: 3,158
hadoop,org.apache.hadoop.hdfs.server.datanode,TestFiDataTransferProtocol2,pipeline_Fi_19,Magic Number,The method contains a magic number: 2,191
hadoop,org.apache.hadoop.hdfs.server.datanode,TestFiDataTransferProtocol2,pipeline_Fi_22,Magic Number,The method contains a magic number: 2,231
hadoop,org.apache.hadoop.hdfs.server.datanode,TestFiPipelineClose,pipeline_Fi_38,Magic Number,The method contains a magic number: 2,69
hadoop,org.apache.hadoop.hdfs.server.datanode,TestFiPipelineClose,run41_43,Magic Number,The method contains a magic number: 3000,80
hadoop,org.apache.hadoop.hdfs.server.datanode,TestFiPipelineClose,pipeline_Fi_43,Magic Number,The method contains a magic number: 2,136
hadoop,org.apache.hadoop.hdfs.server.datanode,TestFiPipelineClose,pipeline_Fi_46,Magic Number,The method contains a magic number: 2,169
hadoop,org.apache.hadoop.hdfs.server.datanode,TestFiPipelineClose,pipeline_Fi_51,Magic Number,The method contains a magic number: 2,241
hadoop,org.apache.hadoop.hdfs.server.datanode,TestFiDataTransferProtocol,createFile,Long Statement,The length of the statement "return fs.create(p`true`fs.getConf().getInt(CommonConfigurationKeys.IO_FILE_BUFFER_SIZE_KEY`4096)`REPLICATION`BLOCKSIZE);" is 121.,58
hadoop,org.apache.hadoop.hdfs.server.datanode,TestFiDataTransferProtocol,createFile,Magic Number,The method contains a magic number: 4096,58
hadoop,org.apache.hadoop.hdfs.server.datanode,TestFiDataTransferProtocol,pipeline_Fi_03,Magic Number,The method contains a magic number: 2,163
hadoop,org.apache.hadoop.hdfs.server.datanode,TestFiDataTransferProtocol,pipeline_Fi_03,Magic Number,The method contains a magic number: 2,163
hadoop,org.apache.hadoop.hdfs.server.datanode,TestFiDataTransferProtocol,pipeline_Fi_06,Magic Number,The method contains a magic number: 3000,194
hadoop,org.apache.hadoop.hdfs.server.datanode,TestFiDataTransferProtocol,pipeline_Fi_07,Magic Number,The method contains a magic number: 3000,204
hadoop,org.apache.hadoop.hdfs.server.datanode,TestFiDataTransferProtocol,pipeline_Fi_08,Magic Number,The method contains a magic number: 2,214
hadoop,org.apache.hadoop.hdfs.server.datanode,TestFiDataTransferProtocol,pipeline_Fi_08,Magic Number,The method contains a magic number: 3000,214
hadoop,org.apache.hadoop.hdfs.server.datanode,TestFiDataTransferProtocol,pipeline_Fi_11,Magic Number,The method contains a magic number: 2,246
hadoop,org.apache.hadoop.hdfs.server.datanode,TestFiDataTransferProtocol,pipeline_Fi_11,Magic Number,The method contains a magic number: 2,246
hadoop,org.apache.hadoop.hdfs.server.datanode,TestFiDataTransferProtocol,pipeline_Fi_16,Magic Number,The method contains a magic number: 2,301
hadoop,org.apache.hadoop.hdfs.server.datanode,TestFiDataTransferProtocol,pipeline_Fi_16,Magic Number,The method contains a magic number: 2,301
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,run,Complex Conditional,The conditional expression opsProcessed > 0 && (err instanceof EOFException || err instanceof ClosedChannelException) is complex.,153
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,run,Complex Method,Cyclomatic complexity of the method is 8,153
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,run,Long Statement,The length of the statement "encryptedStreams=DataTransferEncryptor.getEncryptedStreams(socketOut`socketIn`datanode.blockPoolTokenSecretManager`dnConf.encryptionAlgorithm);" is 143.,153
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,run,Long Statement,The length of the statement "LOG.info("Failed to read expected encryption handshake from client " + "at " + peer.getRemoteAddressString() + ". Perhaps the client "+ "is running an older version of Hadoop which does not support "+ "encryption");" is 215.,153
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,run,Long Statement,The length of the statement "LOG.error(datanode.getDisplayName() + ":DataXceiver error processing " + ((op == null) ? "unknown" : op.name())+ " operation "+ " src: "+ remoteAddress+ " dest: "+ localAddress`t);" is 180.,153
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,requestShortCircuitFds,Long Statement,The length of the statement "BlockSender.ClientTraceLog.info(String.format("src: 127.0.0.1` dest: 127.0.0.1` op: REQUEST_SHORT_CIRCUIT_FDS`" + " blockid: %s` srvID: %s` success: %b"`blk.getBlockId()`dnR.getStorageID()`(fis != null)));" is 205.,240
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,readBlock,Long Parameter List,The method has 6 parameters. ,296
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,readBlock,Long Statement,The length of the statement "final String clientTraceFmt=clientName.length() > 0 && ClientTraceLog.isInfoEnabled() ? String.format(DN_CLIENTTRACE_FORMAT`localAddress`remoteAddress`"%d"`"HDFS_READ"`clientName`"%d"`dnR.getStorageID()`block`"%d") : dnR + " Served block " + block+ " to "+ remoteAddress;" is 271.,296
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,readBlock,Long Statement,The length of the statement "LOG.warn("Client " + peer.getRemoteAddressString() + " did not send a valid status code after reading. "+ "Will close connection.");" is 132.,296
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,writeBlock,Complex Method,Cyclomatic complexity of the method is 18,385
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,writeBlock,Long Method,The method has 127 lines of code.,385
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,writeBlock,Long Parameter List,The method has 11 parameters. ,385
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,writeBlock,Long Statement,The length of the statement "final boolean isTransfer=stage == BlockConstructionStage.TRANSFER_RBW || stage == BlockConstructionStage.TRANSFER_FINALIZED;" is 124.,385
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,writeBlock,Long Statement,The length of the statement "LOG.debug("opWriteBlock: stage=" + stage + "` clientname="+ clientname+ "\n block ="+ block+ "` newGs="+ latestGenerationStamp+ "` bytesRcvd=["+ minBytesRcvd+ "` "+ maxBytesRcvd+ "]"+ "\n targets="+ Arrays.asList(targets)+ "; pipelineSize="+ pipelineSize+ "` srcDataNode="+ srcDataNode);" is 287.,385
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,writeBlock,Long Statement,The length of the statement "final DataOutputStream replyOut=new DataOutputStream(new BufferedOutputStream(getOutputStream()`HdfsConstants.SMALL_BUFFER_SIZE));" is 130.,385
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,writeBlock,Long Statement,The length of the statement "blockReceiver=new BlockReceiver(block`in`peer.getRemoteAddressString()`peer.getLocalAddressString()`stage`latestGenerationStamp`minBytesRcvd`maxBytesRcvd`clientname`srcDataNode`datanode`requestedChecksum);" is 205.,385
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,writeBlock,Long Statement,The length of the statement "IOStreamPair encryptedStreams=DataTransferEncryptor.getEncryptedStreams(unbufMirrorOut`unbufMirrorIn`datanode.blockPoolTokenSecretManager.generateDataEncryptionKey(block.getBlockPoolId()));" is 189.,385
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,writeBlock,Long Statement,The length of the statement "new Sender(mirrorOut).writeBlock(originalBlock`blockToken`clientname`targets`srcDataNode`stage`pipelineSize`minBytesRcvd`maxBytesRcvd`latestGenerationStamp`requestedChecksum);" is 175.,385
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,writeBlock,Long Statement,The length of the statement "LOG.info("Datanode " + targets.length + " got response for connect ack "+ " from downstream datanode with firstbadlink as "+ firstBadLink);" is 139.,385
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,writeBlock,Long Statement,The length of the statement "BlockOpResponseProto.newBuilder().setStatus(ERROR).setFirstBadLink(targets[0].getXferAddr()).build().writeDelimitedTo(replyOut);" is 128.,385
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,writeBlock,Long Statement,The length of the statement "BlockOpResponseProto.newBuilder().setStatus(mirrorInStatus).setFirstBadLink(firstBadLink).build().writeDelimitedTo(replyOut);" is 125.,385
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,blockChecksum,Long Statement,The length of the statement "final DataInputStream checksumIn=new DataInputStream(new BufferedInputStream(metadataIn`HdfsConstants.IO_FILE_BUFFER_SIZE));" is 124.,631
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,blockChecksum,Long Statement,The length of the statement "BlockOpResponseProto.newBuilder().setStatus(SUCCESS).setChecksumResponse(OpBlockChecksumResponseProto.newBuilder().setBytesPerCrc(bytesPerCRC).setCrcPerBlock(crcPerBlock).setMd5(ByteString.copyFrom(md5.getDigest())).setCrcType(PBHelper.convert(checksum.getChecksumType()))).build().writeDelimitedTo(out);" is 304.,631
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,copyBlock,Empty catch clause,The method has an empty catch block.,683
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,copyBlock,Long Statement,The length of the statement "LOG.warn("Invalid access token in request from " + remoteAddress + " for OP_COPY_BLOCK for block "+ block+ " : "+ e.getLocalizedMessage());" is 139.,683
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,copyBlock,Long Statement,The length of the statement "String msg="Not able to copy block " + block.getBlockId() + " "+ "to "+ peer.getRemoteAddressString()+ " because threads "+ "quota is exceeded.";" is 145.,683
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,replaceBlock,Complex Method,Cyclomatic complexity of the method is 8,756
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,replaceBlock,Empty catch clause,The method has an empty catch block.,756
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,replaceBlock,Long Statement,The length of the statement "LOG.warn("Invalid access token in request from " + remoteAddress + " for OP_REPLACE_BLOCK for block "+ block+ " : "+ e.getLocalizedMessage());" is 142.,756
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,replaceBlock,Long Statement,The length of the statement "String msg="Not able to receive block " + block.getBlockId() + " from "+ peer.getRemoteAddressString()+ " because threads "+ "quota is exceeded.";" is 146.,756
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,replaceBlock,Long Statement,The length of the statement "IOStreamPair encryptedStreams=DataTransferEncryptor.getEncryptedStreams(unbufProxyOut`unbufProxyIn`datanode.blockPoolTokenSecretManager.generateDataEncryptionKey(block.getBlockPoolId()));" is 187.,756
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,replaceBlock,Long Statement,The length of the statement "throw new IOException("Copy block " + block + " from "+ proxySock.getRemoteSocketAddress()+ " failed due to access token error");" is 129.,756
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,replaceBlock,Long Statement,The length of the statement "blockReceiver=new BlockReceiver(block`proxyReply`proxySock.getRemoteSocketAddress().toString()`proxySock.getLocalSocketAddress().toString()`null`0`0`0`""`null`datanode`remoteChecksum);" is 184.,756
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,writeSuccessWithChecksumInfo,Long Statement,The length of the statement "ReadOpChecksumInfoProto ckInfo=ReadOpChecksumInfoProto.newBuilder().setChecksum(DataTransferProtoUtil.toProto(blockSender.getChecksum())).setChunkOffset(blockSender.getOffset()).build();" is 186.,918
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,writeSuccessWithChecksumInfo,Long Statement,The length of the statement "BlockOpResponseProto response=BlockOpResponseProto.newBuilder().setStatus(SUCCESS).setReadOpChecksumInfo(ckInfo).build();" is 121.,918
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,checkAccess,Long Parameter List,The method has 6 parameters. ,935
hadoop,org.apache.hadoop.hdfs.server.datanode,DataXceiver,checkAccess,Long Statement,The length of the statement "LOG.warn("Block token verification failed: op=" + op + "` remoteAddress="+ remoteAddress+ "` message="+ e.getLocalizedMessage());" is 129.,935
hadoop,org.apache.hadoop.hdfs.server.datanode,DirectoryScanner,DirectoryScanner,Long Statement,The length of the statement "int interval=conf.getInt(DFSConfigKeys.DFS_DATANODE_DIRECTORYSCAN_INTERVAL_KEY`DFSConfigKeys.DFS_DATANODE_DIRECTORYSCAN_INTERVAL_DEFAULT);" is 138.,224
hadoop,org.apache.hadoop.hdfs.server.datanode,DirectoryScanner,DirectoryScanner,Long Statement,The length of the statement "int threads=conf.getInt(DFSConfigKeys.DFS_DATANODE_DIRECTORYSCAN_THREADS_KEY`DFSConfigKeys.DFS_DATANODE_DIRECTORYSCAN_THREADS_DEFAULT);" is 135.,224
hadoop,org.apache.hadoop.hdfs.server.datanode,DirectoryScanner,DirectoryScanner,Magic Number,The method contains a magic number: 1000L,224
hadoop,org.apache.hadoop.hdfs.server.datanode,DirectoryScanner,start,Magic Number,The method contains a magic number: 1000L,239
hadoop,org.apache.hadoop.hdfs.server.datanode,DirectoryScanner,start,Magic Number,The method contains a magic number: 1000L,239
